client_lname,rec_num,cl_id,cl_type,description,ws_num,ws_wt_bottle_full,ws_wt_bottle_empty,ws_co2_yield,ws_delta_c13,osg_num,gf_co2_qty,tp_num,dc13,dc13_sample,f_modern,f_int_error,f_ext_error,seawater_dc14,wheel_id,ws_strip_date,ws_comments,q_flag,norm_ratio,int_err,ext_err,fm_corr,sig_fm_corr,lg_blk_fm,sig_lg_blk_fm,ws_line_num
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",41025,244.6300049,45.8795,0.201591611,0.751999974,174722,38,232428,0.751999974,0.751999974,0.94555096,0.003366904,0.003366904,-62.08,USAMS110518,19:57.8,,,0.945620126,0.002399357,0.003364255,0.94555096,0.003366904,0.00076364,0.00038182,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",41091,249.0500031,145.8795,0.212101877,1.003999949,175099,40.40000153,232824,1.003999949,1.003999949,0.938968856,0.003263401,0.003263401,-68.61,CFAMS112318,57:36.4,new small probe,,0.939097998,0.003258584,0.001935236,0.938968856,0.003263401,0.001333457,0.000666729,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40093,47,0,0.099100001,0.981000006,170509,97,227344,0.981000006,0.981000006,0.935107843,0.002052066,0.002052066,-72.44,USAMS060118,31:47.2,REX 483,,0.935174253,0.001861848,0.002050496,0.935107843,0.002052066,0.000660001,0.000330001,10
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39784,250.1799927,145.8795,0.217586368,0.796000004,169242,41.29999924,226511,0.796000004,0.796000004,0.954534325,0.002086082,0.002086082,-53.17,USAMS050918,03:51.5,,,0.954581191,0.002084803,0.001738598,0.954534325,0.002086082,0.000571843,0.000285922,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39759,253.3699951,145.8795,0.221797377,0.94599998,169089,42.09999847,225653,0.94599998,0.94599998,0.939660042,0.002147544,0.002147544,-67.93,USAMS041118,21:31.6,,,0.939760451,0.002144804,0.00170855,0.939660042,0.002147544,0.001043647,0.000521823,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39702,248.2299957,145.8795,0.21635142,0.870000005,168886,40.90000153,225871,0.870000005,0.870000005,0.942747183,0.002028965,0.002028965,-64.86,USAMS041918,35:17.9,,,0.942812362,0.002027341,0.001170493,0.942747183,0.002028965,0.000698778,0.000349389,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40119,235.8999939,145.8795,0.19589527,0.958000004,170628,172.8999939,227639,0.958000004,0.958000004,0.934680132,0.001898145,0.001898145,-72.86,USAMS060818,31:03.4,,,0.935013263,0.001877542,0.001753886,0.934680132,0.001898145,0.003305659,0.002334402,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40033,47,0,0.098391436,1.054999948,170282,91.80000305,227037,1.054999948,1.054999948,0.941494009,0.001806534,0.001806534,-66.11,CFAMS052218,12:42.2,REX 473,,0.941695829,0.00180001,0.001494729,0.941494009,0.001806534,0.002139074,0.001069537,10
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40363,236.8999939,145.8795,0.190691039,0.822000027,171924,34.5,229699,0.822000027,0.822000027,0.950451418,0.001905913,0.001905913,-57.22,USAMS080818,42:31.1,,,0.950533733,0.00184057,0.001903713,0.950451418,0.001905913,0.000958823,0.000479411,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",41298,236.9499969,145.8795,0.194961593,0.924000025,176113,36.79999924,234392,0.924000025,0.924000025,0.936584125,0.001958755,0.001958755,-70.98,CFAMS010319,30:28.3,,,0.936765434,0.001953219,0.001167908,0.936584125,0.001958755,0.001829727,0.000914864,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",41327,248.3300018,145.8795,0.214091107,0.961000025,176250,40.79999924,234515,0.961000025,0.961000025,0.941599787,0.002275228,0.002275228,-66,USAMS010819,51:14.3,,,0.941695626,0.002272503,0.001615889,0.941599787,0.002275228,0.001015789,0.000507895,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39684,261.2000122,146.4913,0.245749131,0.947000027,168805,46.20000076,225601,0.947000027,0.947000027,0.944113072,0.001865354,0.001865354,-63.51,USAMS041118,13:38.3,,,0.944209017,0.001862867,0.001478426,0.944113072,0.001865354,0.001043647,0.000521823,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39821,250.2400055,145.8795,0.214749172,0.98299998,169326,39.70000076,226067,0.98299998,0.98299998,0.949716846,0.002451967,0.002451967,-57.95,USAMS042518,53:26.2,,,0.949768068,0.002082038,0.002450439,0.949716846,0.002451967,0.000591578,0.000295789,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39891,244.2899933,145.8795,0.212018996,0.93900001,169642,39.40000153,226484,0.93900001,0.93900001,0.960411311,0.00197894,0.00197894,-47.34,USAMS050918,53:24.5,1 ml acid,,0.960454947,0.001977732,0.001353235,0.960411311,0.00197894,0.000571843,0.000285922,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",44249,258.1000061,145.8795,0.237359732,0.94599998,187288,44.79999924,249296,0.94599998,0.94599998,0.942490103,0.00239841,0.00239841,-65.12,USAMS030520,28:58.6,69,,0.942637221,0.001980664,0.002392825,0.942490103,0.00239841,0.001574403,0.001037999,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",44233,255.1900024,145.8795,0.234083608,1.014000058,187272,41.20000076,249255,1.014000058,1.014000058,0.941300041,0.002244589,0.002244589,-66.3,USAMS030520,20:24.0,70,,0.941448958,0.002239051,0.001914428,0.941300041,0.002244589,0.001574403,0.001037999,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43412,250.2400055,145.8795,0.203544661,0.702000022,184751,38,246042,0.702000022,0.702000022,0.938208637,0.002737198,0.002737198,-69.36,USAMS112219,17:25.2,138,,0.938324757,0.002733454,0.002288928,0.938208637,0.002737198,0.001189857,0.000594928,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43402,246.4700012,145.8795,0.21272476,0.781000018,184792,38.90000153,246069,0.781000018,0.781000018,0.937152961,0.003164544,0.003164544,-70.41,USAMS112219,05:23.1,136,,0.937270287,0.003160384,0.00179086,0.937152961,0.003164544,0.001189857,0.000594928,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43410,245.1499939,145.8795,0.205096558,0.786000013,184749,37.79999924,246067,0.786000013,0.786000013,0.933168978,0.003448873,0.003448873,-74.36,USAMS112219,16:42.1,137; Small probe,,0.933290858,0.00258352,0.003444394,0.933168978,0.003448873,0.001189857,0.000594928,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43346,240.7200012,145.8795,0.212203413,0.874000013,184495,38.29999924,245576,0.874000013,0.874000013,0.939186699,0.002905517,0.002905517,-68.39,USAMS111319,37:48.2,134,,0.939454747,0.002890785,0.001897154,0.939186699,0.002905517,0.00277758,0.00209001,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43357,251.7400055,145.8795,0.221585244,0.836000025,184535,40.79999924,245579,0.836000025,0.836000025,0.938360805,0.002708488,0.002708488,-69.21,USAMS111319,03:58.5,135-small probe,,0.938631054,0.002693648,0.001968597,0.938360805,0.002708488,0.00277758,0.00209001,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43879,255.4400024,145.8795,0.234733045,1,186139,41.29999924,247959,1,1,0.934256612,0.002511054,0.002511054,-73.28,USAMS012420,47:20.7,65,,0.934349952,0.0025084,0.00075929,0.934256612,0.002511054,0.00092039,0.000460195,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",44097,256.8200073,5.8795,0.236239493,0.799000025,186845,41.70000076,248733,0.799000025,0.799000025,0.938020296,0.002073211,0.002073211,-69.55,CFAMS021820,00:04.9,72,,0.938319446,0.002061731,0.000978094,0.938020296,0.002073211,0.003065177,0.001532588,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",44106,250.3899994,145.8795,0.224432155,0.824000001,186854,41.20000076,248922,0.824000001,0.824000001,0.944043396,0.002414185,0.002414185,-63.58,USAMS022420,04:16.1,71,,0.944167198,0.002410271,0.001792572,0.944043396,0.002414185,0.001346082,0.000673041,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43343,238.2899933,145.8795,0.207429841,1.626000047,184452,37.79999924,245550,1.626000047,1.626000047,0.940918181,0.00280185,0.00280185,-66.68,USAMS111319,15:17.1,"133. Strange 13C, enriched? Trans. from 13C archive.",,0.941181617,0.002787383,0.002167029,0.940918181,0.00280185,0.00277758,0.00209001,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43333,244.8000031,145.8795,0.220746323,0.616999984,184336,40.5,245577,0.616999984,0.616999984,0.93582092,0.003252235,0.003252235,-71.73,USAMS111319,50:35.1,"142. Really light 13C, off by 0.3/mil.",,0.936097936,0.003236902,0.00267155,0.93582092,0.003252235,0.00277758,0.00209001,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43315,241.9700012,145.8795,0.208959803,0.81400001,184288,38.20000076,245578,0.81400001,0.81400001,0.935320342,0.003233598,0.003233598,-72.23,USAMS111319,25:03.2,143,,0.935598691,0.003218211,0.001904554,0.935320342,0.003233598,0.00277758,0.00209001,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40020,248.6699982,145.8795,0.214380011,0.944999993,170294,39.20000076,227168,0.944999993,0.944999993,0.948518347,0.002253565,0.002253565,-59.14,USAMS052418,16:48.7,,,0.948566581,0.002252245,0.001398347,0.948518347,0.002253565,0.00054973,0.000274865,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40457,241.5599976,145.8795,0.211438045,0.925000012,172306,39.29999924,229657,0.925000012,0.925000012,0.947194186,0.002213462,0.002213462,-60.45,USAMS080818,54:25.3,,,0.947279501,0.002116809,0.002211012,0.947194186,0.002213462,0.000958823,0.000479411,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40618,250.2599945,145.879,0.229318887,0.991999984,172967,41.79999924,230855,0.991999984,0.991999984,0.955543664,0.00244646,0.00244646,-52.17,USAMS091118,51:26.0,,,0.955690081,0.002439908,0.000979368,0.955543664,0.00244646,0.001810063,0.00131233,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40147,248.0099945,145.8795,0.216840371,0.970000029,170830,39.90000153,228102,0.970000029,0.970000029,0.940862861,0.001863564,0.001863564,-66.73,USAMS062518,32:12.4,,,0.94091962,0.001862279,0.001641326,0.940862861,0.001863564,0.000596855,0.000298427,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40397,247.6600037,145.8795,0.217777535,0.947000027,172048,188,229636,0.947000027,0.947000027,0.935338973,0.002189092,0.002189092,-72.21,USAMS080818,56:31.7,,,0.93543521,0.002186547,0.001992004,0.935338973,0.002189092,0.000958823,0.000479411,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39979,239.6399994,145.88,0.189815387,0.941999972,170065,163.6999969,226848,0.941999972,0.941999972,0.944321731,0.003793952,0.003793952,-63.3,USAMS051718,16:04.2,,,0.94455585,0.001854611,0.001074529,0.944321731,0.003793952,0.002555931,0.001277966,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40500,233.7400055,145.8795,0.190456271,0.907000005,172387,34.70000076,231075,0.907000005,0.907000005,0.940433681,0.002343495,0.002343495,-67.16,USAMS092018,15:34.1,,,0.94070989,0.002332869,0.002097725,0.940433681,0.002343495,0.002898396,0.001458196,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40548,239.0700073,145.8795,0.202520505,0.894999981,172692,37.29999924,229870,0.894999981,0.894999981,0.951830163,0.002923781,0.002923781,-55.85,USAMS081718,13:52.9,,,0.951906951,0.002310337,0.002920977,0.951830163,0.002923781,0.000908425,0.000454212,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40565,238,145.8795,0.198925495,0.927999973,172766,37.20000076,230201,0.927999973,0.927999973,0.950618405,0.001999119,0.001999119,-57.06,USAMS082118,17:54.9,,,0.95066983,0.001997801,0.001017846,0.950618405,0.001999119,0.000599922,0.000299961,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40759,246.0700073,145.8795,0.214194193,0.917999983,173565,27.10000038,231074,0.917999983,0.917999983,0.937118667,0.00318791,0.00318791,-70.45,USAMS092018,00:00.2,,,0.937404091,0.002832969,0.003175822,0.937118667,0.00318791,0.002898396,0.001458196,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40856,249.1499939,145.8795,0.217626855,0.95599997,173951,40.29999924,231574,0.95599997,0.95599997,0.942679482,0.002651975,0.002651975,-64.93,CFAMS101118,59:10.4,,,0.942868809,0.001813652,0.002645118,0.942679482,0.002651975,0.002030944,0.001015472,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40875,238.8000031,145.8795,0.190566376,0.962000012,174080,170,232081,0.962000012,0.962000012,0.946135814,0.002722344,0.002722344,-61.5,USAMS102518,53:37.2,,,0.946215641,0.002331172,0.002719731,0.946135814,0.002722344,0.00088694,0.00044347,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39479,259.7799988,146.49,0.238893628,0.968999982,167746,213.6999969,223992,0.968999982,0.968999982,0.943487537,0.00271403,0.00271403,-64.13,USAMS030518,57:29.5,run as an OC-no archive.,,0.943545396,0.001800423,0.002712246,0.943487537,0.00271403,0.00062503,0.000312515,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39496,252.1100006,146.49,0.229406238,0.672999978,167833,206.5,224020,0.672999978,0.672999978,0.937216027,0.003266594,0.003266594,-70.35,USAMS030518,18:58.5,Slight frac. on 13C.,,0.937277653,0.00180832,0.003264486,0.937216027,0.003266594,0.00062503,0.000312515,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",41263,241.5800018,145.8795,0.199861526,0.890999973,175938,38,234197,0.890999973,0.890999973,0.93931309,0.002026847,0.002026847,-68.27,CFAMS122718,24:24.1,,,0.93971695,0.002008657,0.001688895,0.93931309,0.002026847,0.004195855,0.002097927,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43527,253.6699982,145.8795,0.223125294,1.136000037,185189,39.20000076,246638,1.136000037,1.136000037,0.942089841,0.003593185,0.003593185,-65.51,USAMS121619,06:29.1,"59. New technique.  Pump out top of probe, refill with RN2.",,0.942201627,0.002745692,0.00358864,0.942089841,0.003593185,0.001190957,0.000595478,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43464,47,0,0.102055453,0.962000012,184992,91.80000305,246237,0.962000012,0.962000012,0.94167804,0.002618628,0.002618628,-65.92,CFAMS120319,28:49.1,132. run as OC-no archive.,,0.941923308,0.001804035,0.002609217,0.94167804,0.002618628,0.00260562,0.00130281,10
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43558,241.8500061,136,0.202943891,0.731000006,185291,37.5,246692,,,0.943114511,0.002971235,0.002971235,-64.5,USAMS121619,55:30.7,131,,0.943225125,0.002967321,0.001632539,0.943114511,0.002971235,0.001190957,0.000595478,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43542,47,0,0.099799998,0.978999972,185174,96.19999695,246643,0.978999972,0.978999972,0.942909988,0.002256406,0.002256406,-64.7,USAMS121619,38:06.0,,,0.943020836,0.002253145,0.001325427,0.942909988,0.002256406,0.001190957,0.000595478,10
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43523,254,145.8795,0.229579449,1.031999946,185185,40.70000076,246644,1.031999946,1.031999946,0.938076162,0.002720905,0.002720905,-69.5,USAMS121619,02:52.5,"New technique.  Pump out top of probe, refill with RN2.",,0.93819254,0.00271717,0.001957176,0.938076162,0.002720905,0.001190957,0.000595478,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43525,257.4299927,145.8795,0.237482712,1.032999992,185187,42.09999847,246642,1.032999992,1.032999992,0.939859141,0.002999098,0.002999098,-67.73,USAMS121619,05:57.8,"58. New technique.  Pump out top of probe, refill with RN2.",,0.93997348,0.002995123,0.00245557,0.939859141,0.002999098,0.001190957,0.000595478,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43477,236.9600067,145.8795,0.199639946,0.768000007,185043,36.5,246352,0.768000007,0.768000007,0.94252143,0.002730405,0.002730405,-65.09,USAMS120619,59:40.7,129,,0.94272364,0.00272286,0.001934528,0.94252143,0.002730405,0.002165898,0.001082949,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",42839,252.1499939,145.8795,0.220028117,0.879000008,182092,41.09999847,242640,0.879000008,0.879000008,0.94044485,0.001825734,0.001825734,-67.15,CFAMS082619,03:12.1,,,0.940754196,0.001813507,0.001498192,0.94044485,0.001825734,0.003247577,0.001623788,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",39588,237.5800018,143.44,0.186976716,0.839999974,168338,35.70000076,224864,0.839999974,0.839999974,0.948328128,0.002015962,0.002015962,-59.33,USAMS032218,44:35.5,,,0.948498905,0.001799469,0.002003042,0.948328128,0.002015962,0.001944925,0.002187804,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40246,244.2799988,145.8795,0.208083928,0.995999992,171245,184.6999969,228101,0.995999992,0.995999992,0.942081632,0.001870822,0.001870822,-65.52,USAMS062518,14:59.1,run as OC-no archive.,,0.942137691,0.001869539,0.001506351,0.942081632,0.001870822,0.000596855,0.000298427,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",41677,260.9500122,145.8795,0.229091495,1.044999957,177697,43.70000076,236230,1.044999957,1.044999957,0.945707163,0.002125129,0.002125129,-61.93,CFAMS030119,31:41.0,,,0.945941674,0.002116603,0.001592281,0.945707163,0.002125129,0.002598006,0.001299003,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40585,249.8600006,145.88,0.22072944,0.943000019,172845,41.29999924,230833,0.943000019,0.943000019,0.951663949,0.002291638,0.002291638,-56.02,USAMS091118,38:48.1,,,0.951817108,0.002152213,0.002284969,0.951663949,0.002291638,0.001810063,0.00131233,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",42653,256.0499878,145.8795,0.219923183,0.944999993,181407,41.5,241967,0.944999993,0.944999993,0.938707211,0.002866871,0.002866871,-68.87,USAMS080819,17:30.3,54,,0.93885531,0.002861716,0.002269664,0.938707211,0.002866871,0.001525525,0.000762762,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",42779,257.5400085,145.8795,0.23511453,0.885999978,181888,43.79999924,242181,0.885999978,0.885999978,0.950195542,0.002895522,0.002895522,-57.47,USAMS081319,38:31.4,8,,0.950260374,0.002893246,0.00232317,0.950195542,0.002895522,0.00075288,0.00037644,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",42718,259.8399963,145.8795,0.231957957,0.934000015,181619,43.79999924,242016,0.934000015,0.934000015,0.942428584,0.002727995,0.002727995,-65.18,USAMS080819,11:44.8,10-small probe,,0.942571232,0.002723067,0.002614761,0.942428584,0.002727995,0.001525525,0.000762762,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",42818,253.1399994,145.8795,0.232164055,0.899999976,182013,42.20000076,242479,0.899999976,0.899999976,0.938379598,0.002085588,0.002085588,-69.2,USAMS082019,13:48.1,12; SM PROBE,,0.93852123,0.002081474,0.000961848,0.938379598,0.002085588,0.001454097,0.000727048,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",42794,251.5599976,145.8795,0.227115452,0.893000007,181913,42.79999924,242083,0.893000007,0.893000007,0.940237018,0.002000731,0.002000731,-67.35,CFAMS081219,50:47.6,11,,0.940507457,0.001818908,0.001990734,0.940237018,0.002000731,0.00283206,0.00141603,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",42698,255.3099976,145.8795,0.234535068,0.828000009,181539,43.09999847,242468,0.828000009,0.828000009,0.941091788,0.002458706,0.002458706,-66.5,USAMS082019,39:04.3,7,,0.941229632,0.002454308,0.002319085,0.941091788,0.002458706,0.001454097,0.000727048,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",40902,249.9400024,145.8795,0.21829012,0.887000024,174197,40.70000076,231907,0.887000024,0.887000024,0.942395513,0.002318403,0.002318403,-65.21,USAMS101718,40:48.7,,,0.942467562,0.002316408,0.001502987,0.942395513,0.002318403,0.000769693,0.000384846,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43668,257.769989,145.88,0.2342709,0.935000002,185792,83,247402,0.935000002,0.935000002,0.932139527,0.002824651,0.002824651,-75.38,USAMS010920,23:19.5,60,,0.932278818,0.002820139,0.002398039,0.932139527,0.002824651,0.001347038,0.000673519,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",42827,258.5899963,145.8795,0.245918676,0.777999997,182050,44.90000153,242610,0.777999997,0.777999997,0.936311018,0.001823816,0.001823816,-71.25,CFAMS082619,22:27.7,21. 13Crr on Prism = 0.815,,0.936633235,0.00181103,0.001084424,0.936311018,0.001823816,0.003247577,0.001623788,2
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",41845,261.1499939,145.8795,0.244163409,0.911000013,178346,45.79999924,237575,0.911000013,0.911000013,0.942201907,0.002139606,0.002139606,-65.4,CFAMS032419,44:59.5,,,0.942397399,0.001807968,0.002133091,0.942201907,0.002139606,0.002086931,0.001043466,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",41797,260.2399902,145.8795,0.228653014,1.023000002,178100,43.90000153,237099,1.023000002,1.023000002,0.94066762,0.002455122,0.002455122,-66.93,CFAMS031519,58:23.3,,,0.940881974,0.001875262,0.002447477,0.94066762,0.002455122,0.002253231,0.001126616,3
Standard,148045,ARM23-01 Sta. 28 3000 m,Cast HC28 100 ml,"Standard, ARM23-01 Sta. 28 3000 m, Cast HC28 100 ml",43726,260.7600098,145.8495,0.240280718,0.991999984,185781,45.59999847,247403,0.920000017,0.920000017,0.94354343,0.003386882,0.003386882,-64.07,USAMS010920,03:09.4,63,,0.943667967,0.003381928,0.001911122,0.94354343,0.003386882,0.001347038,0.000673519,2
